title,originallink,link,description,pubDate
"프로<b>야구</b> 롯데-kt전, kt위즈파크 인근 화재로 한때 중단",https://imnews.imbc.com/news/2026/society/article/6820479_36918.html,https://n.news.naver.com/mnews/article/214/0001497256?sid=102,오늘 오후 경기 수원 kt위즈파크에서 열린 프로<b>야구</b> 롯데 자이언츠와 kt위즈의 경기가 외부 화재로 한때 중단됐습니다. 소방당국에 따르면 오늘 저녁 8시 20분쯤 <b>야구</b>장 근처에 있던 쓰레기장에서 불이 나 30분 만에... ,"Wed, 06 May 2026 21:34:00 +0900"
kt위즈파크 롯데-kt 경기 중 외부 분리수거장 화재...경기 중단 소동,https://www.kado.net/news/articleView.html?idxno=2048734,https://n.news.naver.com/mnews/article/654/0000179180?sid=102,6일 수원 케이티위즈파크에서 열린 프로<b>야구</b> 롯데 자이언츠와 kt wiz 경기 도중 인근 화재로 발생한 연기가... 관계자들은 경기장 맞은편 아파트 인근에서 불이 난 뒤 바람을 타고 연기가 <b>야구</b>장 쪽으로 번졌다고... ,"Wed, 06 May 2026 21:34:00 +0900"
"프로<b>야구</b> 롯데-kt전, 분리수거장 화재로 중단 소동",https://www.khan.co.kr/article/202605062134001,https://n.news.naver.com/mnews/article/032/0003444262?sid=102,6일 수원 케이티위즈파크에서 열린 프로<b>야구</b> 롯데 자이언츠-kt wiz 경기가 인근 분리수거장 화재로... 관계자에 따르면 경기장 건너편의 한 아파트에서 화재가 발생했고 연기가 바람을 타고 <b>야구</b>장으로 들어왔다.... ,"Wed, 06 May 2026 21:34:00 +0900"
[프로<b>야구</b> 잠실전적] LG 6-1 두산,https://www.yna.co.kr/view/AKR20260505048752007?input=1195m,https://m.sports.naver.com/kbaseball/article/001/0016062000,▲ 잠실전적(6일) 두산 000 010 000 - 1 L G 022 100 01X - 6 △ 승리투수 = 임찬규(2승 1패) △ 패전투수 = 최승용(4패) △ 홈런 = 박찬호 3호(5회1점·두산) 이재원 1호(2회2점) 송찬의 5호(4회1점·이상 LG)... ,"Wed, 06 May 2026 21:33:00 +0900"
"[속보] “연기 휩싸인 그라운드”…프로<b>야구</b> 롯데-kt전, 분리수거장 화...",https://www.seoul.co.kr/news/society/accident/2026/05/06/20260506500258?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003641541?sid=102,수원에서 열린 프로<b>야구</b> 롯데 자이언츠-kt wiz 경기 도중 인근 분리수거장 화재로 경기가 지연되는 돌발... 관계자에 따르면 경기장 건너편의 한 아파트에서 화재가 발생했고 연기가 바람을 타고 <b>야구</b>장으로 들어왔다.... ,"Wed, 06 May 2026 21:32:00 +0900"
데뷔 첫 안타에 멀티히트…이정후에 '판정승',https://news.sbs.co.kr/news/endPage.do?news_id=N1008549227&plink=ORI&cooper=NAVER,https://m.sports.naver.com/wbaseball/article/055/0001354073,"→ [원문에서 영상 보기] https://news.sbs.co.kr/n/?id=N1008549227 미국 프로<b>야구</b> 샌디에이고의 송성문 선수, 메이저리그에서 처음으로 선발 출전했는데요. 생애 첫 안타를 적시 2루타로 장식하는 등 멀티 히트 활약을... ","Wed, 06 May 2026 21:32:00 +0900"
"화재 중단 변수에도… 프로<b>야구</b> 롯데, 선두 KT에 7점 차 대승",http://www.hansbiz.co.kr/news/articleView.html?idxno=837232,http://www.hansbiz.co.kr/news/articleView.html?idxno=837232,/롯데 자이언츠 제공 | 수원=한스경제 신희재 기자 | 프로<b>야구</b> 롯데 자이언츠가 선두 KT 위즈를 꺾고... /신희재 기자 한편 이날 경기는 7회 초 <b>야구</b>장 외부 쓰레기장에서 발생한 화재로 연기가 유입돼 23분 동안... ,"Wed, 06 May 2026 21:32:00 +0900"
"'<b>야구</b>로 속죄' 나승엽·고승민 4안타 5타점 합작→롯데, '1위' KT 상대 16...",https://www.mydaily.co.kr/page/view/2026050620384354465,https://m.sports.naver.com/kbaseball/article/117/0004061798,진압 과정에서 발생한 연기가 <b>야구</b>장까지 유입된 것. 안전을 위해 경기는 20시 22~45분까지 23분간 중단됐다. 8회 무사 2루에서 경기가 재개됐다. 롯데는 3연속 안타를 더해 2점을 추가했다. 9회 구승민이 등판했다. 올... ,"Wed, 06 May 2026 21:32:00 +0900"
군 제대 복귀 후 2년 만에 복귀한 김윤식,https://www.news1.kr/photos/7892567,https://m.sports.naver.com/kbaseball/article/421/0008929832,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 김윤식이 9회초 등판해 투구하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:32:00 +0900"
"[속보] “연기 휩싸인 그라운드”…프로<b>야구</b> 롯데-kt전, 분리수거장 화...",https://www.seoul.co.kr/news/society/accident/2026/05/06/20260506500258?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003641541?sid=102,수원에서 열린 프로<b>야구</b> 롯데 자이언츠-kt wiz 경기 도중 인근 분리수거장 화재로 경기가 지연되는 돌발... 관계자에 따르면 경기장 건너편의 한 아파트에서 화재가 발생했고 연기가 바람을 타고 <b>야구</b>장으로 들어왔다.... ,"Wed, 06 May 2026 21:32:00 +0900"
[IS 수원] 왜 그토록 기다렸는지 증명했다...'나승엽·고승민 맹타' 롯데...,https://isplus.com/article/view/isp202605060239,https://m.sports.naver.com/kbaseball/article/241/0003508880,선두 타자 빅터 레이예스가 KT 바뀐 투수 레이예스를 상대로 선두 타자 2루타를 치고 출루한 상황에서 <b>야구</b>장 외부 쓰레기장에서 불이 나며 23분 동안 경기가 중단됐다. 하지만 재개된 뒤 나승엽이 이 경기 3번째 타점을... ,"Wed, 06 May 2026 21:31:00 +0900"
군 제대 복귀 후 2년 만에 복귀한 김윤식,https://www.news1.kr/photos/7892565,https://m.sports.naver.com/kbaseball/article/421/0008929831,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 김윤식이 9회초 등판해 투구하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:30:00 +0900"
"'징계 복귀 5타점 합작' 나승엽 투런포-고승민 역전 결승타, 롯데 7명이...",https://www.starnewskorea.com/sports/2026/05/06/2026050621280632255,https://m.sports.naver.com/kbaseball/article/108/0003433315,나승엽은 7회초 무사 2루에서 <b>야구</b>장 연기 유입으로 경기가 23분간 중단된 후 속개되자마자 바뀐 투수 주권으로부터 중전 적시타를 때려냈다. 이날 성적은 5타수 2안타 3타점. 함께 전날 복귀한 고승민(26)도 이날... ,"Wed, 06 May 2026 21:30:00 +0900"
'2년 만에 등판' 감윤식 '마지막은 내가 막는다',https://www.news1.kr/photos/7892566,https://m.sports.naver.com/kbaseball/article/421/0008929830,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 김윤식이 9회초 등판해 투구하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:30:00 +0900"
"한화, KIA 상대로 7-2 승리",https://www.yna.co.kr/view/PYH20260506199600054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061997,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 한화 선수들이 7-2 승리를 자축하고 있다. 2026.5.6,"Wed, 06 May 2026 21:29:00 +0900"
6대1로 2연승 챙기는 LG트윈스,https://www.news1.kr/photos/7892559,https://m.sports.naver.com/kbaseball/article/421/0008929828,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 6대1 승리를 거둔 LG 선수들이 기쁨을 나누고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:28:00 +0900"
"LG트윈스, 두산 상대로 위닝시리즈",https://www.news1.kr/photos/7892563,https://m.sports.naver.com/kbaseball/article/421/0008929824,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 6대1 승리를 거둔 LG 선수들이 기쁨을 나누고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:28:00 +0900"
"LG트윈스, 두산 상대로 위닝시리즈",https://www.news1.kr/photos/7892563,https://m.sports.naver.com/kbaseball/article/421/0008929824,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 6대1 승리를 거둔 LG 선수들이 기쁨을 나누고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:28:00 +0900"
6대1로 2연승 챙기는 LG트윈스,https://www.news1.kr/photos/7892559,https://m.sports.naver.com/kbaseball/article/421/0008929828,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 6대1 승리를 거둔 LG 선수들이 기쁨을 나누고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:28:00 +0900"
[사진]군 제대 복귀 후 2년 만에 등판한 김윤식,http://www.osen.co.kr/article/G1112796064,https://m.sports.naver.com/kbaseball/article/109/0005528710,프로<b>야구</b> LG 트윈스가 두산 베어스를 꺾고 2연승을 거뒀다. LG는 6일 서울 잠실구장에서 열린 2026 KBO리그 두산과 경기에서 6-1로 승리했다. 이날 1군에 콜업된 이재원이 선제 투런 홈런을 터뜨리며 4타수 2안타... ,"Wed, 06 May 2026 21:28:00 +0900"
"류현진, 통산 120승 하이파이브",https://www.yna.co.kr/view/PYH20260506199500054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061996,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 6이닝 1실점 투구로 승리투수가 된 한화 류현진이 김경문 감독과 하이파이브 하고 있다. 2026.5.6,"Wed, 06 May 2026 21:28:00 +0900"
퇴장하는 두산 베어스 선수들,https://www.news1.kr/photos/7892560,https://m.sports.naver.com/kbaseball/article/421/0008929826,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 1대6으로 패배한 두산 선수들이 퇴장하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:28:00 +0900"
기뻐하는 LG 선수들,https://www.news1.kr/photos/7892564,https://m.sports.naver.com/kbaseball/article/421/0008929823,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 6대1 승리를 거둔 LG 선수들이 기쁨을 나누고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:28:00 +0900"
"LG 트윈스, 두산 6대1로 꺾고 위닝시리즈",https://www.news1.kr/photos/7892562,https://m.sports.naver.com/kbaseball/article/421/0008929825,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 6대1 승리를 거둔 LG 선수들이 팬들에게 인사하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:28:00 +0900"
6대1로 승리한 LG 트윈스,https://www.news1.kr/photos/7892561,https://m.sports.naver.com/kbaseball/article/421/0008929827,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 6대1 승리를 거둔 LG 선수들이 기쁨을 나누고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:28:00 +0900"
[속보] 수원<b>야구</b>장에 연기 가득…KT-롯데전 소각장 화재로 중단,https://www.hankyung.com/article/2026050699367,https://n.news.naver.com/mnews/article/015/0005283864?sid=102,6일 프로<b>야구</b> 2026 KBO리그 KT와 롯데 경기가 외부 쓰레기 소각장 화재로 중단됐다. 경기도소방재난본부에 따르면 이날 오후 8시27분께 kt위즈파크 외부 분리수거장에서 화재가 났다. 신고를 받은 소방당국은 장비... ,"Wed, 06 May 2026 21:27:00 +0900"
통산 120승 달성한 류현진,https://www.yna.co.kr/view/PYH20260506199300054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061994,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 6이닝 1실점 투구로 승리투수가 된 한화 류현진이 팬들에게 인사한 뒤 더그아웃으로 향하며 미소 짓고 있다. 2026.5.6,"Wed, 06 May 2026 21:27:00 +0900"
"류현진, 통산 120승 하이파이브",https://www.yna.co.kr/view/PYH20260506199100054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061992,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 6이닝 1실점 투구로 승리투수가 된 한화 류현진이 김경문 감독 등 코치진과 하이파이브 하고 있다. 2026.5.6,"Wed, 06 May 2026 21:26:00 +0900"
"류현진, 통산 120승 하이파이브",https://www.yna.co.kr/view/PYH20260506199200054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061993,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 6이닝 1실점 투구로 승리투수가 된 한화 류현진이 김경문 감독 등 코치진과 하이파이브 하고 있다. 2026.5.6,"Wed, 06 May 2026 21:26:00 +0900"
"프로<b>야구</b> 롯데-kt전, 외부 분리수거장 화재로 경기 중단 소동",https://sports.khan.co.kr/article/202605062125003?pt=nv,https://m.sports.naver.com/kbaseball/article/144/0001113833,6일 수원 케이티위즈파크에서 열린 프로<b>야구</b> 롯데 자이언츠-kt wiz 경기가 인근 분리수거장 화재로... 관계자에 따르면 경기장 건너편의 한 아파트에서 화재가 발생했고 연기가 바람을 타고 <b>야구</b>장으로 들어왔다.... ,"Wed, 06 May 2026 21:26:00 +0900"
"'이재원·송찬의 홈런포' LG, 6-1로 두산 완파하고 선두 추격",https://www.newsis.com/view/NISX20260506_0003619188,https://m.sports.naver.com/kbaseball/article/003/0013929417,"프로<b>야구</b> LG 트윈스가 돌아온 거포 이재원, 신흥 거포 송찬의의 홈런에 힘입어 선두 추격에 시동을 걸었다. LG는 6일 서울 잠실구장에서 열린 2026 신한 쏠 KBO리그 홈 경기에서 두산 베어스를 6-1로 완파했다. 시즌... ","Wed, 06 May 2026 21:25:00 +0900"
염경엽 감독 '이재원 홈런 좋았어'[포토],https://www.xportsnews.com/article/2145607,https://m.sports.naver.com/kbaseball/article/311/0002007793,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 '2026 신한 SOL Bank KBO리그' 두산 베어스와 LG 트윈스의 경기, LG가 선발투수 임찬규의 6이닝 1실점 호투에 힘입어 6:1의 스코어로 승리하며 위닝 시리즈를 확보했다.... ","Wed, 06 May 2026 21:25:00 +0900"
9회 마운드 오른 김윤식,https://www.newsis.com/view/NISI20260506_0021274269,https://m.sports.naver.com/kbaseball/article/003/0013929409,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 9회초 LG 김윤식이 마운드에 올라 공을 던지고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:24:00 +0900"
'고생했어',https://www.newsis.com/view/NISI20260506_0021274267,https://m.sports.naver.com/kbaseball/article/003/0013929415,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 6-1로 승리한 LG 마무리 김윤식과 포수 박동원이 인사를 나누고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:24:00 +0900"
'수고했어',https://www.newsis.com/view/NISI20260506_0021274263,https://m.sports.naver.com/kbaseball/article/003/0013929410,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 6-1로 승리한 LG 선수들이 기뻐하고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:24:00 +0900"
'고생 많았어',https://www.newsis.com/view/NISI20260506_0021274264,https://m.sports.naver.com/kbaseball/article/003/0013929408,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 6-1로 승리한 LG 선수들이 기뻐하고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:24:00 +0900"
오늘의 승리투수 임찬규,https://www.newsis.com/view/NISI20260506_0021274262,https://m.sports.naver.com/kbaseball/article/003/0013929413,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 6-1로 승리한 LG 선발 임찬규 등이 염경엽 감독과 인사를 나누고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:24:00 +0900"
"프로<b>야구</b> 롯데-kt전, 외부 분리수거장 화재로 한때 경기 중단",http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20260506.99099001478,https://n.news.naver.com/mnews/article/658/0000143122?sid=102,관계자에 따르면 경기장 건너편의 한 아파트에서 화재가 발생했고 연기가 바람을 타고 <b>야구</b>장으로 들어왔다. 경기는 23분 후인 8시 45분께 재개됐다. 경기는 8회초 롯데가 kt에 8-1로 앞서고 있다. 화재는... ,"Wed, 06 May 2026 21:24:00 +0900"
오늘의 승리투수 임찬규,https://www.newsis.com/view/NISI20260506_0021274262,https://m.sports.naver.com/kbaseball/article/003/0013929413,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 6-1로 승리한 LG 선발 임찬규 등이 염경엽 감독과 인사를 나누고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:24:00 +0900"
김윤식과 하이파이브 나누는 임찬규[포토],https://www.xportsnews.com/article/2145606,https://m.sports.naver.com/kbaseball/article/311/0002007792,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 '2026 신한 SOL Bank KBO리그' 두산 베어스와 LG 트윈스의 경기, LG가 선발투수 임찬규의 6이닝 1실점 호투에 힘입어 6:1의 스코어로 승리하며 위닝 시리즈를 확보했다.... ","Wed, 06 May 2026 21:24:00 +0900"
'고생했어',https://www.newsis.com/view/NISI20260506_0021274268,https://m.sports.naver.com/kbaseball/article/003/0013929411,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 6-1로 승리한 LG 마무리 김윤식과 포수 박동원이 인사를 나누고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:24:00 +0900"
"&quot;다리 들고 슝!&quot;… '슈퍼맨이 돌아왔다' 35개월 서준, <b>야구</b> DNA 폭발",https://www.topstarnews.net/news/articleView.html?idxno=16053577,https://www.topstarnews.net/news/articleView.html?idxno=16053577,"'슈퍼맨이 돌아왔다'에서 전 <b>야구</b>선수 오승환의 아들 서준이 남다른 '<b>야구</b> DNA'를 드러냈다. 6일 방송된 KBS 2TV '슈퍼맨이 돌아왔다'에서는 '너와 함께 봄날은 간다' 편으로 꾸며진 가운데, 오승환과 그의 아들 서준이 처음... ","Wed, 06 May 2026 21:24:00 +0900"
'고생 많았어',https://www.newsis.com/view/NISI20260506_0021274265,https://m.sports.naver.com/kbaseball/article/003/0013929414,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 6-1로 승리한 LG 선수들이 기뻐하고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:24:00 +0900"
월드컵 104경기 다 보면 7천만원 준다…美 '역대급 알바' 들썩,https://www.mt.co.kr/world/2026/05/06/2026050621072317383,https://n.news.naver.com/mnews/article/008/0005353816?sid=104,최종 합격자는 다음달 6일 미국프로<b>야구</b> 보스턴 레드삭스와 뉴욕 양키스 경기 중계 도중 발표할 예정이다. 이번 월드컵은 참가국이 48개국으로 확대되면서 경기 수가 104경기로 늘어 역대 최대 규모로 열린다.,"Wed, 06 May 2026 21:23:00 +0900"
[프로<b>야구</b> 광주전적] 한화 7-2 KIA,https://www.yna.co.kr/view/AKR20260505048751007?input=1195m,https://m.sports.naver.com/kbaseball/article/001/0016061991,▲ 광주전적(6일) 한화 021 200 011 - 7 KIA 000 001 001 - 2 △ 승리투수 = 류현진(3승 2패) △ 패전투수 = 올러(4승 2패) △ 홈런 = 문현빈 6호(3회1점) 강백호 5호(9회1점·이상 한화) 아데를린 2·3호(6회1점... ,"Wed, 06 May 2026 21:23:00 +0900"
"KT-롯데전 열린 수원 구장, 쓰레기 분리 수거장 화재로 23분 중단",https://www.chosun.com/sports/baseball/2026/05/06/PJMRH3TZRBBF7LTSIE67QFG4MA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://m.sports.naver.com/kbaseball/article/023/0003974944,"KT 측은 “<b>야구</b>장 1루 옆 주차장 인근에 쓰레기를 모아 둔 분리 수거장에서 실화로 추정되는 불이 났다. 119에 화재 신고를 해 소방차 두 대가 출동, 불을 껐다”고 밝혔다. 약 20분 뒤 불이 꺼지고, 연기가 잦아들자... ","Wed, 06 May 2026 21:22:00 +0900"
